21.871,13.733
22.145,13.183
21.863,13.679
22.489,12.752
22.696,12.161
22.788,11.902
20.077,16.271
22.555,12.903
20.166,16.172
20.432,16.129
20.445,15.747
20.622,16.014
20.623,16.003
22.051,12.959
24.22,11.838
19.561,16.871
20.204,15.839
22.195,13.016
-22.895,-23.17
-23.052,-16.126
20.361,15.687
20.639,15.689
-3.4557,-0.51037
-3.1194,-0.58814
-20.371,-13.984
-13.966,-14.253
-15.087,-14.469
-13.215,-14.71
-13.68,-14.629
-13.572,-15.168
-18.797,-15.159
-20.442,-16.529
-25.81,-18.2
-18.246,-14.87
-17.297,-14.243
-25.762,-18.401
-13.878,-15.398
-14.917,-16.052
-15.495,-16.359
-15.731,-15.525
-21.045,-14.663
-15.764,-15.865
-14.536,-16.081
-1.7433,-0.49595
-0.41176,-1.1095
-0.57216,-0.99857
-2.5817,-0.0089756
-3.1862,0.31033
-2.4088,-0.069379
-3.0618,0.17819
-1.0928,-0.98945
-0.0029285,-1.0027
-0.061547,-0.91083
-1.2885,-0.42381
0.35809,-0.93725
-0.42692,-0.20921
24.489,11.709
-3.2241,3.1503
-2.9887,2.1387
-3.0745,2.3572
-3.1407,3.8959
7.939,15.497
5.7628,17.944
5.9989,17.841
6.3363,17.445
6.4673,17.559
6.414,17.655
6.2582,17.99
9.0674,16.589
7.887,18.041
8.381,17.75
9.0599,17.084
9.0882,16.975
8.8699,16.807
8.4781,17.474
8.1934,18.102
-1.4432,5.6083
-17.181,-17.348
-21.847,-16.463
-23.668,-16.913
-22.25,-19.222
-24.19,-19.031
-20.49,-18.797
-24.588,-21.146
-24.508,-16.662
-16.795,-12.916
-19.265,-16.526
-19.559,-16.692
-19.585,-15.991
-19.587,-15.946
-24.343,-18.912
-23.83,-19.326
-22.375,-17.111
-21.004,-14.713
-21.77,-18.643
-23.942,-18.392
1.3121,3.0781
1.2238,3.001
-3.2965,3.1164
-3.3434,2.9183
-1.5447,3.3272
-1.7214,2.9779
-2.1866,2.8511
-0.85544,1.7814
-1.1593,2.1094
-1.2935,1.8601
2.9286,14.923
3.2408,14.262
3.3806,13.901
3.6812,13.675
3.2362,13.629
2.7436,14.067
2.5471,14.375
3.9327,12.995
2.2381,15.724
4.7986,13.488
6.3587,12.76
5.8976,13.111
4.4666,13.889
6.2997,12.894
-2.1814,2.5394
2.3739,14.793
2.6725,14.712
3.7188,14.298
2.8871,15.044
4.2844,13.161
4.85,13.034
30.476,12.617
31.436,13.196
32.025,12.773
32.547,13.46
28.563,12.457
32.492,10.062
32.52,13.389
29.822,11.07
30.698,10.689
31.381,10.711
31.072,10.638
30.076,10.272
31.566,10.507
31.044,10.168
33.914,12.585
33.556,12.704
32.865,11.775
33.546,11.934
33.164,11.744
33.572,13.211
33.288,13.503
3.2016,12.166
-16.052,-18.236
-24.602,-19.889
-17.327,-18.387
-17.292,-18.357
-16.896,-18.263
-17.835,-18.084
-16.303,-17.522
-23.831,-17.018
-22.571,-16.332
-23.788,-16.836
-24.701,-17.763
-24.835,-18.367
-24.516,-17.396
-16.665,-17.252
-18.931,-17.768
-17.962,-17.395
-23.915,-17.497
-19.999,-18.053
-24.222,-17.78
-17.004,-16.932
32.013,11.826
32.969,12.768
32.46,12.429
33.095,12.302
33.181,12.95
32.676,11.854
32.817,12.466
30.296,11.603
31.092,11.923
31.031,12.131
30.839,12.196
30.687,12.227
-21.097,-18.154
-17.701,-16.476
-16.658,-16.198
-19.605,-17.859
-20.875,-18
-22.075,-18.387
-23.235,-18.642
-24.122,-15.885
-20.358,-13.971
-14.76,-15.272
-16.795,-15.243
-20.104,-13.88
-23.262,-18.367
-16.634,-15.569
2.1949,11.476
2.2974,11.23
1.7483,5.8929
-0.75702,5.8548
-1.2895,3.8875
-0.86155,4.1843
1.067,3.0367
1.351,4.113
0.92409,4.8117
1.3793,4.5652
1.361,4.96
-0.66074,5.7135
1.2362,5.1101
-0.40934,2.448
-0.80139,2.4386
24.638,11.671
-2.108,3.3753
-0.35183,1.9937
-1.8086,3.4748
-1.8577,3.6953
4.7312,15.339
4.4546,15.682
3.7388,16.271
3.8491,17.154
5.0605,15.628
5.2294,15.38
6.927,15.031
4.3198,17.063
6.3895,14.896
6.326,15.249
7.1667,14.717
3.9289,17.582
7.1328,14.66
4.1506,16.259
5.4469,15.688
6.6301,15.445
3.6072,16.498
3.1311,17.013
4.1583,15.965
5.3547,15.473
30.462,13.831
30.478,13.825
31.05,13.934
28.364,12.489
28.369,12.473
31.757,13.923
31.611,13.46
31.778,13.517
29.56,13.027
-14.045,-13.938
-14.303,-13.662
-12.534,-13.989
-14.014,-13.472
-13.271,-13.233
-13.205,-13.806
-12.506,-13.941
-13.547,-12.829
-12.25,-13.635
-12.4,-13.323
-12.969,-13.363
-13.598,-13.085
-12.553,-12.723
-12.215,-12.935
-20.852,-22.319
-22.478,-22.927
-21.118,-22.272
-20.075,-22.514
-21.376,-22.437
-20.559,-22.381
-19.798,-22.481
-1.497,1.4141
-1.3497,1.4523
-0.68997,1.2867
-1.2184,0.024206
-23.019,-20.639
-20.991,-21.363
-22.402,-21.011
-22.462,-21.087
-20.105,-21.516
-23.199,-21.175
-21.718,-21.424
-19.681,-22.299
-24.025,-21.195
-13.44,-11.949
-18.959,-19.728
-14.402,-12.292
